Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Affiliate,On-air,D-STAR Enabled,Node,Sources,EchoLink,IRLP,Features,Coverage,AllStar,Links,Commands,Nets,Web links,Notes,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,WIRES-X,Worldwide English,N. Colorado
146.9,-0.6,D122,W7SU,"Ogden, Mt Ogden",UT,OPEN,,229.6,NW,yes,146.9,146.3,D122,Weber,On-Air,OARC / VHFS,UVHFS,yes,D122,,,,,,,,,"Huntsville to West desert, Salt Lake to Idaho border",,,,,http://www.ogdenarc.org,C4FM Yaesu Fusion repeater digital and analog FM,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
448.6,-5,123,W7SU,"Ogden, Mt Ogden",UT,OPEN,,229.6,NW,yes,448.6,443.6,123,Weber,On-Air,Ogden ARC,UVHFS,yes,123,,,,,,,,9,"Ogden, Salt Lake city, Huntsville, west toward Nevada, north to Idaho",,,,Weber Co ARES: Tue at 20:00.,http://www.ogdenarc.org/,"C4FM Yaesu fusion, digital and analog FM repeater",,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
447.6,-5,,KJ7YE,Eden,UT,OPEN,,231.3,NW,yes,447.6,442.6,,Weber,,,UVHFS,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,123,K7HEN,"Ogden,  Promentory Pt",UT,OPEN,,231.5,NW,yes,145.49,144.89,123,Weber,On-Air,"Amateur Radio, Inc",UVHFS,yes,,Mercury ARA,,,,,,,Autopatch.,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,Full-time to the  Intermountain Intertie System .,,MARA: Wed at 2100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.96,-1.6,,NJ7J,Syracuse,UT,OPEN,,231.5,NW,yes,224.96,223.36,,Davis,,,UVHFS,yes,,,Unknown,,,,,,4,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.41,-0.6,123,WB7TSQ,"Ogden,  foothills",UT,OPEN,,231.5,NW,yes,145.41,144.81,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KD7FDH,"Ogden, Weber State University",UT,OPEN,,231.6,NW,yes,145.25,144.65,123,Weber,On-Air,Weber State University Amateur Radio Club,UVHFS,yes,123,,,,,,,,Autopatch.,Ogden and surrounding area,,,,,Weber State University Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.15,-5,114.8,KR7K,Clearfield,UT,OPEN,I,231.8,NW,yes,447.15,442.15,114.8,Davis,On-Air,,UVHFS,yes,114.8,,,,,,,3607,,North Salt Lake to Tremonton.,,,IRLP: No special access codes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,123,NJ7J,"Clearfield,  civic center",UT,OPEN,I,231.8,NW,yes,449.95,444.95,123,Davis,On-Air,City of Clearfield.,UVHFS,yes,,,,,,,,3876,4,Ogden and South Ogden area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.825,-5,123,K0NOD,"Clearfield,  city office",UT,OPEN,EI,231.9,NW,yes,448.825,443.825,123,Davis,Off-Air,Community Service Emergency Radio Grp,UVHFS,yes,,,,,,,332144,4654,4,Wasatch Front from North Salt Lake to the Utah/Idaho border.,,,"- MUST PROCEED ALL IRLP COMMANDS WITH ""B""   -- Use Bxxxx (where xxxx is desired IRLP node number) to connect to another IRLP node  -- e.g. use B9250 to connect to Western Reflector    - MUST PROCEED ALL EchoLink COMMANDS WITH ""BA""  -- Use BAxxxxxx (where xxxxxx is desired EchoLink node number) to connect to another EchoLink node  -- e.g. use BA263450 to connect to EchoLink node 263450     - Use B73 or 73 to disconnect from either EchoLink or IRLP     The following control codes are operable:  B00 - Current node status  B01 - Reads back last IRLP node connected  B02 - Gives info on recent incoming/outgoing IRLP calls  B03 - Current time  B04 - Connects to a random IRLP node  B05 - Connects to IRLP Western Reflector (Las Vegas, 9250)  B06 - Connects to IRLP Crossroads (Indiana) Reflector (9200)  B07 - Connects to IRLP Hurricane Net (Listen-only, 9206)  B99 - Connects to IRLP Echo Reflector (9990)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,232.1,SSE,yes,147.04,147.64,141.3,Rio Arriba,Off-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.47,-0.6,123,KC7SUM,"Ogden, Powder Mountain",UT,OPEN,,232.7,NW,yes,145.47,144.87,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,167.9,N7TOP,"Ogden, Powder Mountain",UT,OPEN,,232.7,NW,yes,224,222.4,167.9,Weber,,Intermountain Repeater Emergency Amateur Network,UVHFS,yes,,,Unknown,,,,,,Remote base.,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.775,-5,123,N7TOP,"Ogden,  Powder Mountain",UT,OPEN,,232.7,NW,yes,447.775,442.775,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,Linked.,Wide area: Cache and Morgan valleys.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.39,-0.6,100,KF5PFO,"Red River, Molycorp",NM,OPEN,,232.9,SE,yes,145.39,144.79,100,Taos,On-Air,Taos ARC,NMFCC,yes,,,,,,,,,"E-power, linked.",Wide area.,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.5,-1.6,167.9,WB6CDN,"Ogden,  downtown",UT,OPEN,,233.1,NW,yes,224.5,222.9,167.9,Weber,,Intermountain Repeater Emergency Amateur Network,UVHFS,yes,,,Unknown,,,,,,Autopatch.,Ogden and South Ogden area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,103.5,WA7KMF,Red Spur,UT,OPEN,,233.2,NW,yes,145.31,144.71,103.5,Cache,On-Air,Bridgerland ARC,UVHFS,yes,,,,,,,,,"Autopatch, 5,700'.",Wide area: Logan and immediately surrounding communities.,,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,KC7NAT,Ogden,UT,OPEN,,233.3,NW,yes,449.075,444.075,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,123,W7RSS,Riverdale,UT,OPEN,E,233.3,NW,yes,449.075,444.075,123,Weber,Off-Air,,UVHFS,yes,,,,,,,273460,,4,Ogden and South Ogden area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,233.7,WSW,yes,145.35,144.75,123,Garfield,On-Air,,,yes,,,,,,,,,Emergency Power,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.275,-5,107.2,WB7TSQ,Ogden,UT,OPEN,,233.7,NW,yes,448.275,443.275,107.2,Weber,Off-Air,,UVHFS,yes,,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,234.1,NW,yes,147.04,147.64,,Davis,On-Air,Davis Co ARC /VHFS,UVHFS,yes,,,,,,,,,6,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,,,,,http://www.dcarc.net,C4FM Fusion Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
447.2,-5,127.3,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,234.1,NW,yes,447.2,442.2,127.3,Davis,On-Air,Davis Co ARC,UVHFS,yes,127.3,,,,,,,,6,Wide area: North Salt Lake to South Ogden.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
1298.75,-20,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,234.4,NW,yes,1298.75,1278.75,,Weber,,,UVHFS,yes,,,Unknown,yes,KE7EGG (A),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KE7EGG,"Ogden, Sheriff's Office",UT,OPEN,,234.4,NW,yes,447.95,442.95,,Weber,,,UVHFS,yes,,,Unknown,yes,KE7EGG (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.38,0.6,,WB7TSQ,Ogden,UT,OPEN,,234.5,NW,yes,147.38,147.98,,Weber,,,UVHFS,yes,,,Unknown,,,,,,4,Wide area: Wasatch Front from Payson to Tremonton.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,D051,W7WPC,"West Point, West Point City Building",UT,OPEN,,234.6,NW,yes,447.075,442.075,D051,Davis,On-Air,KE7OJJ,UVHFS,yes,D051,West Point City Amateur Radio Club,,,,,,,,North Davis County / South Weber County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
448.775,-5,123,N7TOP,West Haven,UT,OPEN,,236.7,NW,yes,448.775,443.775,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,4,Wasatch Front from Ogden to the Utah/Idaho border.,,"Full-time to  
        449.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,123,N7TOP,West Haven,UT,OPEN,,236.7,NW,yes,449.775,444.775,123,Weber,On-Air,,UVHFS,yes,,,,,,,,,Remote base.,,,"Full-time to  
        146.92000 (N7TOP) at Corinne, Promontory Point, UT .
 


Full-time to  
        448.77500 (N7TOP) at West Haven, UT .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,123,KF5PFO,"Red River, Valle Vidal",NM,OPEN,,237.8,SE,yes,145.25,144.65,123,Taos,On-Air,Taos ARC,NMFCC,yes,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9375,-5,CC7,K7PFJ,"Cheyenne, South",WY,OPEN,,238.1,NE,yes,449.9375,444.9375,,Laramie,On-Air,,WRCG,yes,,,,,,,,,,,,Full-time to the  Rocky Mountain Ham System .,,,https://www.rmham.org/wordpress/,,yes,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.14,0.6,67,NM5ML,"Taos, Ski Valley",NM,OPEN,,240.3,SE,yes,147.14,147.74,67,Taos,On-Air,,,yes,,TaosARC,,,,,,,11,,,Full-time to the  Mega-Link System .,,,http://www.taosarc.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,CC1 CSQ,NU7TS,"Pleasant View, Rocky Point",UT,OPEN,,240.9,NW,yes,447.35,442.35,CSQ,Weber,On-Air,WA7KMF,,yes,CSQ,,,,,,,,DMR,Weber COunty,,,,,,"Temporary location until spring. Brandmeister System TS1 TG3100, TS2 TG3149, TG31491",yes,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.02,0.6,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,241.5,NW,yes,147.02,147.62,100,Rich,On-Air,K7JL,UVHFS,yes,,Intermountain Intertie,,,,,,,7,Wide area: Bear Lake and surrounding communities.,,"Full-time to  
        147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT .
 


Full-time to  
        147.18000 (K7JL) at Snowbird, Hidden Peak, UT .",,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.45,-5,131.8,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,241.5,NW,yes,448.45,443.45,131.8,Rich,On-Air,Desert ARS,UVHFS,yes,,,,,,,,,7,Wide area: Bear Lake and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,,K7OGM,"Laketown, Bear Lake",UT,CLOSED,,241.5,NW,yes,448.975,443.975,,Rich,On-Air,Desert ARS,UVHFS,yes,,Cactus-Intertie,,,,,,,7,Wide area: Bear Lake and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,100,K7OGM,"Laketown, Bear Lake",UT,OPEN,,241.5,NW,yes,449.7,444.7,100,Rich,On-Air,,UVHFS,yes,,Intermountain Intertie,,,,,,,,Wide area: Bear Lake and surrounding communities.,,,,State RACES: 3rd Thursday of even-numbered months.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,114.8,KC7SNO,"Cheyenne, Denver Hill",WY,OPEN,,243.2,NE,yes,146.775,146.175,114.8,Laramie,On-Air,Shy-Wy Amateur Radio Club,WRCG,yes,,,,,,,,,"E-power, WX.",,,"Full-time to  
        147.16500 (KC7SNO) at Albin, WY .",,"Weather Net: Daily at 06:45. 
Shy-WY ARC: Sun at 07:00.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,243.5,SE,yes,444.975,449.975,123,Taos,On-Air,N5TSV,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.235,-0.6,114.8,KB7SWR,Cheyenne,WY,OPEN,,243.8,NE,yes,145.235,144.635,114.8,Laramie,On-Air,N7GT,WRCG,yes,,,,,,,,,,Local: Cheyenne.,,"Full-time to  
        448.15000 (KB7SWR) at Cheyenne, WY .",,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,114.8,KC7SNO,"Cheyenne, North Park",WY,OPEN,,243.8,NE,yes,147.105,147.705,114.8,Laramie,On-Air,ShyWyArc,WRCG,yes,91.5,,,,,,,,,,,,,,,,,,,DN71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.9,-5,100,N7JJY,Cheyenne,WY,OPEN,,243.8,NE,yes,449.9,444.9,100,Laramie,On-Air,N7JJY,,yes,100,,,,,,,,,From 5 miles to 25 miles,,,,,,To be used as a portable repeater for ARES/RACES or as needed for specific needs of the Amateur Community in Laramie County or other areas as needed. Repeater will be on when needed otherwise offline.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.95,-5,CC15 151.4,KC7DHF,"Cheyenne, Old airport control tower",WY,OPEN,,244.4,NE,yes,448.95,443.95,151.4,Laramie,On-Air,,WRCG,yes,151.4,,,,,,,,,Local,,,,,,Brandmiester and analog.,yes,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.95,-5,,KF7VJO,"Paradise, AC7II QTH",UT,OPEN,,245.1,NW,yes,447.95,442.95,,Cache,On-Air,KF7VJO,UVHFS,yes,,,,yes,KF7VJO (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,245.7,SE,yes,147.18,147.78,100,Rio Arriba,On-Air,,NMFCC,yes,100,,,,,,,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,100,WB7REL,"Glendale, Spencer Bench",UT,OPEN,I,245.8,WSW,yes,146.72,146.12,100,Kane,On-Air,Skyline,UVHFS,yes,,,,,,,,3576,"Autopatch, linked to (146.940).","Covers Highway 89 from Hatch to Kanab, west along Highway 14 over Cedar Mountain, and east along Highway 12 to Bryce Canyon.",,Full-time to the  Skyline Repeater System .,,Skyline RC VHF Net: Sunday at 2000 hrs,,Provides a South-Central Utah link into the Skyline/Sinbad systems.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W7SU,"Ogden, Little Mountain",UT,OPEN,,246.5,NW,yes,146.82,146.22,123,Weber,On-Air,Ogden ARC,UVHFS,yes,123,Utah VHF Soc,,,,,,,,Wasatch Front from south of Salt Lake City to the Utah/Idaho border and into the West desert toward Nevada.,,,,,OARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
448.575,-5,100,W7SU,"Ogden, Little Mountain",UT,OPEN,,246.6,NW,yes,448.575,443.575,100,Weber,On-Air,OARC,UVHFS,yes,100,,,,,,,,,Salt lake to Idaho and west toward Nevada,,,,,http://www.ogdenarc.org/,,,,,,,,,,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
449.625,-5,103.5,AC7O,"Logan, Mt Logan",UT,OPEN,,247.5,NW,yes,449.625,444.625,103.5,Cache,On-Air,Bridgerland ARC,UVHFS,yes,,,,,,,,,,"Wide area: Cache County, including Logan, from Richmond to Avon.",,"Full-time to  
        146.72000 (WA7KMF) at Logan, Mt Logan, UT .",,,BARC Repeaters,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.72,-0.6,103.5,WA7KMF,"Logan, Mt Logan",UT,OPEN,,247.5,NW,yes,146.72,146.12,103.5,Cache,On-Air,BARC,UVHFS,yes,,Utah VHF Soc,,,,,,,"Closed autopatch, 9,713'.","Wide area: Cache County, including Logan, from Richmond to Avon.",,"Full-time to  
        145.31000 (WA7KMF) at Red Spur, UT .
 


Full-time to  
        147.20000 (AC7O) at Logan, WA7KMF QTH, UT .
 


Full-time to  
        147.26000 (AC7O) at Ogden, Promontory Pt, UT .
 


Full-time to  
        449.62500 (AC7O) at Logan, Mt Logan, UT .",,BARC: Tue at 21:00.,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,100,AC7II,"Logan, Mt Pisgah",UT,OPEN,,247.7,NW,yes,449.65,444.65,100,Cache,On-Air,,UVHFS,yes,100,,,,,,,,,"Communities in the Cache Valley as well as Mantua.  The Intermountain Intertie network covers much of Utah as well as parts of Idaho, Montana, Arizona, Nevada, and occasionally California.",,Full-time to the  Intermountain Intertie System .,,,http://barconline.org/,http://utahvhfs.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.35,5,100,NM5ML,"Eagle Nest, Iron Mountain",NM,OPEN,,247.8,SE,yes,444.35,449.35,100,Colfax,On-Air,,NMFCC,yes,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.29,-0.6,123,K7UB,Brigham City,UT,OPEN,,248,NW,yes,145.29,144.69,123,Box Elder,On-Air,GSARC,UVHFS,yes,,,,,,,,,E-power.,Wasatch Front from Ogden to the Utah/Idaho border.,,"Full-time to  
        147.22000 (K7UB) at Riverside, UT .
 


Full-time to  
        145.43000 (K7UB) at Howell, Blue Springs Hill, UT .
 


Full-time to  
        448.30000 (K7UB) at Howell, Blue Springs Hill, UT .",,"Box Elder Emergency Training: Sun at 19:30. 
GSARC Business: Wed at 20:00.",http://www.ubetarc.org/clubinfo.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.64,-0.6,,WA7MXZ,"Logan, Cache CSO",UT,OPEN,,249,NW,yes,146.64,146.04,,Cache,Off-Air,Bridgerland ARC,UVHFS,yes,,,,,,,,,Autopatch.,Logan and immediately surrounding communities.,,,,,BARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,131.8,WB7GR,"Cheyenne, Chalk Bluffs",WY,OPEN,,249.7,E,yes,449.3,444.3,,Laramie,On-Air,WU7G,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,Open ↑ / Open ↓,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,250.9,SE,yes,51.5,51.5,100,Taos,On-Air,Taos ARC,,yes,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,250.9,SE,yes,147.12,147.72,67,Taos,On-Air,Taos Amateur Radio Club,NMFCC,yes,,ARRL,,,,,828279,,E-power.,Wide area.,,,,,http://taosarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,250.9,SE,yes,224.4,222.8,225.7,Taos,On-Air,Taos ARC,NMFCC,yes,,,,,,,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Eagle Nest, Touch Me Not",NM,OPEN,,250.9,SE,yes,147.04,147.64,141.3,Colfax,On-Air,NMEMA ARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,251,SE,yes,449.875,444.875,123,Taos,Off-Air,Taos ARC,NMFCC,yes,,,,,,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.75,-20,,AC7O,"Logan, Mt Logan",UT,OPEN,,251.1,NW,yes,1299.75,1279.75,,Cache,On-Air,,,yes,,,,yes,AC7O (A),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,http://barconline.org/repeaters/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,,NU7TS,Wellsville,UT,OPEN,,251.1,NW,yes,449.575,444.575,,Cache,On-Air,,,yes,,,,yes,NU7TS (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,103.5,WA7KMF,"Mantua,  Murrays Hill",UT,OPEN,,251.1,NW,yes,449.8,444.8,103.5,Cache,On-Air,Bridgerland ARS,UVHFS,yes,,,,,,,,,,Logan and immediately surrounding communities.,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.5125,-25,103.5,AF7FH,Wellsville,UT,OPEN,,251.7,NW,yes,927.5125,902.5125,103.5,Cache,,BARC,UVHFS,yes,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,103.5,W7BOZ,Logan,UT,OPEN,EI,252.5,NW,yes,449.3,444.3,103.5,Cache,On-Air,W7BOZ,UVHFS,yes,,,,,,,558836,7576,"EchoLink, IRLP.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.15,-0.6,,AC7O,"Logan, WA7KMF QTH",UT,OPEN,,252.7,NW,yes,145.15,144.55,,Cache,On-Air,,UVHFS,yes,,,,yes,AC7O (C) Hot Spot &lt;24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
